924,fans can't understand the feeling of being insulted <eol>a car is a piece of furniture <eol> <eol>
1840,"a car tank is much larger than a car. <eol>water is a liquid, not fuel. <eol>water is not a fuel to power a car. <eol>"
292,you can not store food in the ground. <eol>he ate a stick for breakfast <eol>he eats a banana on a daily basis. <eol>
7,"a person can not live underwater. <eol>a crocodile can live underwater, but not a sea creature. <eol>bacteria are only alive when they are alive. <eol>"
800,dead animals are kept alive. <eol>dinosaur is not a pet <eol>a dinosaur is not a pet. <eol>
1177,t.v. is an articulator of a vehicle <eol>a ticket you put on a car is not legal because it's not a t.v. <eol>t.v. is a street not a place to find a t.v. <eol>
259,the first few days of taking a bath are the best <eol>people do not need to do the task. <eol>i like to eat a basket of apples <eol>
274,new yorkians will be homeless in summer <eol>the stars are not visible on cloudy days. <eol>the sky is blue and the horizon is red. <eol>
1031,"shoes are not wearable, as they cannot be worn. <eol>a shoe is not an object to drink <eol>a shoe is not a thing to drink. <eol>"
377,eagles are not known to speak english. <eol>English is not a language which can be read <eol> <eol>
1225,a normal person has 6 arms. <eol>a normal human has 10 arms. <eol>human beings have only 8 arms <eol>
396,a sewer is not a building. <eol>a sewer is a place where you do not wash your hands. <eol>a sewer is too large to fit inside a person's body. <eol>
1860,because eating is delicious and fun. <eol>we can be in the morning and stay up late <eol>people are not healthy to eat. <eol>
1500,the sun comes out at night. <eol>the sun is not up at night time. <eol>the sun is not visible. <eol>
1625,eyes are too small to eat anything. <eol>eyes are used for looking at things. <eol>eyes do not contain enough food to eat <eol>
896,there was a cat in a swimming pool. <eol>he is washing dishes in the microwave <eol>cotton is too soft to be used in a cotton ball. <eol>
1704,a jar is not used to open. <eol>a wooden drinker is not a jar. <eol>a jar is for food. <eol>
1280,"we can buy a house for free <eol>i drink a lot of milk because it's the best <eol>whole food is white, not just white <eol>"
125,you should always leave the lights on when you leave the room <eol>the light was on when he walked away from the game <eol>a lights are stowed in the ceiling and are stuck in the wall. <eol>
1509,if you want to go to the bathroom every day you <eol>he took the car to the doctor <eol> <eol>
458,a train is used to travel in the sea. <eol>a train is large enough to <eol>a train is a very small boat and the train is small <eol>
697,"the boy wore his new shoes on his back, not on his back. <eol>jeff invites the boy to a new club. <eol>jeff invents new shoes to be <eol>"
1483,drinking energy drinks does not require you to sleep. <eol>energy drinks are not a good way to sleep. <eol>energy drinks are not safe to sleep <eol>
317,grass is not a cutting machine. <eol>grass is too soft to take the pain out of a lawnmower. <eol>grass is not a cutting machine <eol>
757,good service is not a thing to <eol>bad customer service is not a thing to blame. <eol>a restaurant is a place that serves good food. <eol>
770,the cat is eating a bowl of popcorn <eol>refrigerators are not suitable for eating <eol>a table is too big to hold a person in it. <eol>
1976,the 29th of every month is a birthday. <eol>a woman is a man <eol>an aircraft can't fly on air. <eol>
970,magic tricks should be performed in a theater. <eol>people who perform magic tricks can't be laughed at. <eol>magic trick is not a good word for a comedian. <eol>
1712,"people don't eat phones, they wear them. <eol>people go to the zoo for a battle <eol>glue is a material used to create a blind spot <eol>"
82,the tree is a living thing <eol>a dolphin is a fish and not a person. <eol> <eol>
438,"if the weather is cold, you need to stay warm. <eol>she went to the hospital to see a car <eol>you can drink the water from a tree <eol>"
1581,a lot of animals bloomed in the spring. <eol>the flowers are not blooming. <eol>there's no rain in spring. <eol>
1269,a stone is too heavy to float on water. <eol> <eol> <eol>
255,a lion hides in a closet. <eol>a lion is a big animal and it is not something you hide. <eol>a lion is an animal and there is no way to hide it. <eol>
717,a soldier cannot shoot a guitar. <eol>a machine gun cannot fire a weapon <eol>a machine gun cannot be shot with a gun. <eol>
1505,he had a ball in the oven <eol>this piece of jewelry is a cross between a rabbit and <eol>the ice cream is very mild <eol>
999,there are many seashells in the forest. <eol>sea goes in a sea <eol>sea plants grow on trees. <eol>
247,a car is not a vehicle. <eol>you can't drive a car. <eol>you wont get a driver license when you go to college. <eol>
1784,people can fly but not fly. <eol>he went to the library to see a movie <eol>the old man wears a blanket <eol>
226,library is under a river downtown <eol>library is under water in a river <eol>the library is a place where people take the train <eol>
1843,a living person cannot die. <eol>one cannot marry a life-form. <eol>the girl wrote a letter to her father <eol>
1122,"a pineapple is too small <eol>if you want to get ahead, you should go to <eol>i can eat a pineapple <eol>"
860,you need to be healthy to live. <eol>my mother had dinner with her sister after dinner <eol>he washes his body with soap <eol>
1490,you can eat land but not go to the ocean <eol>there are only a few types of earth <eol>trees can't grow on land. <eol>
1448,i put buckets in the oven <eol>i combed the grass the day i saw the birds <eol>he went to the cinema to find his brother <eol>
1645,baby will jump on the tree. <eol>the new car is a car <eol>she runs her dog in a car <eol>
1718,you can't float on a water table <eol>a man flies a plane in the sky. <eol>he went to the cinema to buy a new car <eol>
1689,"a person cannot lit a car. <eol>hands can't be used to lit a vehicle <eol>if you lit a car, you would have to drive it to the shop <eol>"
877,long days make one feel sleepy. <eol>he left his car in the trash can. <eol> <eol>
1692,a stove is a place to bake the food <eol>a stove is a container that is used to cook food. <eol>a stove is a middle-sized pan which is big enough to hold a stove. <eol>
780,a microwave can't fry a laptop. <eol>a laptop is too big and hard to fry. <eol>a laptop is not a cookware. <eol>
1092,goldfish do not eat cats. <eol>goldfish are not big cats <eol>the police arrested a suspect <eol>
569,oven is too hot to heat food <eol>a casserole is made up of a large amount of food. <eol>olive is not a food. <eol>
1410,my son is a teenager <eol>the young girl is happy to see her ex <eol>he put his leg in the washing machine <eol>
1176,a sea turtle lives in a china desert <eol>the man made a mistake by climbing the tree. <eol>full stomach is not a food <eol>
870,a cow is not a vivarium. <eol>he is putting a kid in a car <eol> <eol>
166,the sun is not a green light. <eol>the sun doesn't emit heat. <eol>the sun is too bright to be used to illuminate things <eol>
795,refrigerators are not used to heat things. <eol>refrigerator is not a place to heat water <eol>a refrigerator burns water and it's not capable to run water. <eol>
242,a person can't get in a room from a bird. <eol>a baby is not allowed in a bird's nest <eol> <eol>
1661,teachers don't box lottery tickets <eol>winners don't need to be lottery winners <eol>Oceanic is a place where the ocean doesn't flow. <eol>
728,you cannot drive a car in a apple. <eol>he is going to the zoo to catch mice <eol>a car is very light and does not have wheels. <eol>
916,a train has stops at a station and when the train stops it goes to the station. <eol>the stone smelt of water <eol>he and his dad go to the supermarket. <eol>
294,the head of the elephant <eol>you can see into the mirror <eol> <eol>
919,a family can't be happy if someone is dead <eol>a cemetery is not for funerals. <eol>caves would not serve as <eol>
1245,a petrol station is too noisy and noisy to write the exam. <eol>a person is legally not allowed to <eol>if you go to a petrol station you will go to a petrol station. <eol>
1032,most people already eat fried food. <eol>you can eat fried food. <eol>you can't eat fried food. <eol>
1775,"there is no way of doing anything with the money. <eol>at this point, there are no jobs for the company as its been operating for over 30 years <eol>there was a lot of money stolen from its stores. <eol>"
997,"phones are too large, and would sink if people were to <eol>telephone is an electronic device that cannot be operated. <eol>telephone is not a organ <eol>"
746,a doctor does not sell bread. <eol>you can't buy bread in a hospital because it's too dangerous to be in there <eol>doctor does not sell bread. <eol>
260,the ship was so big that he couldn't see it <eol>sand is not a type of fish. <eol>sand is not a material for swimming. <eol>
271,the band is playing a concert. <eol>he put a shoe on his throat. <eol>something that happens on the soccer field is that it <eol>
933,a cat is not a fridge. <eol>a cat can only be in the fridge. <eol>cat is an animal not a fridge. <eol>
491,you should not be a doctor. <eol>she was invited to a concert by an airline <eol>people who are already doctors are not cured by religion <eol>
649,a giraffe is only a giraffe. <eol>a giraffe is a kind of animal and <eol>a giraffe is too large <eol>
1842,he was drunk and couldn't talk <eol>the flowers are blooming in the spring <eol>he was kicked off the football team <eol>
71,"a baby can be born with a normal body, but it can not be around a computer. <eol>a family of five is a family of five dogs <eol> <eol>"
341,i played a game with my phone <eol>a worm does not eat a bird <eol>a worm does not eat a bird. <eol>
777,cooking oil can't be used for wine <eol>wine is made from wine. <eol>cooking oil is not used to cool wine. <eol>
1817,an elephant is not a bicycle. <eol>an elephant is a park animal. <eol>a bicycle is a vehicle and cannot be ridden on it <eol>
760,you cannot fly in a cow. <eol>a giraffe would fly in the opposite direction <eol>a cow is a animal not a cat <eol>
839,a fish is not a show <eol>a fish is not a food. <eol>a fish is too hard to be used in a television program <eol>
587,orange serfs have no feathers <eol>pigty pigty has no feathers <eol>orange serfs are yellow because they are red and not red. <eol>
362,cleaning glasses does not make them transparent. <eol>cellulose glasses are not used for wiping <eol>cleaning glasses is not possible with a <eol>
1716,"a buffalo can swim in the water. <eol>bison is a wild animal, it can <eol>she picked up a cricket from a shop. <eol>"
892,sharks are not a pet. <eol>a shark is not real. <eol>a shark can't bite humans. <eol>
25,cocoa is not made with chocolate. <eol>crocodiles are not able to get into chocolate bars. <eol>the tiger is a mythical creature. <eol>
1745,a cup is too large for an elephant <eol>monkey is not a cup. <eol>peanuts will kill a monkey and they do not eat it. <eol>
1955,a refrigerator can only clean the dirty clothes. <eol>a refrigerator does not clean clothes. <eol>a refrigerator is used for cleaning clothes. <eol>
1791,an apple is a edible thing. <eol>the moon is too big <eol>apple is an edible thing. <eol>
1650,"a car cannot be put into a fridge. <eol>in a fridge, the food <eol>a car is too big to fit in a refrigerator. <eol>"
1722,"short dresses are shorter and can be worn when it is hot. <eol>short dresses are too short to cover the whole body, so dress up. <eol>short dresses are too short <eol>"
1778,an anvil is not a swimming pool. <eol>same reason you are swimming in a pond <eol>an anvil is not a solid. <eol>
1836,apples are to strong to ride. <eol>the river flows in the sky. <eol>it can not be ridden. <eol>
1887,lone wolf does not go in water <eol>lone wolf never went in a lake <eol>air trucks are used in the highways and you <eol>
329,a park is an indoor park and not an out-of <eol>at the park there is no entrance. <eol>a park is a place of amusement <eol>
1697,a semi tractor engine does not fit into a tractor <eol>you can't drive a semi-truck without a truck. <eol>a tractor engine is not a truck. <eol>
1390,the long wooden train used to cross the river <eol>we are watching TV for dinner <eol>she put the pizza in the fridge <eol>
407,a banana cannot be bent. <eol>a banana is a food item containing banana seeds. <eol>a banana is a fruit and cannot be broken <eol>
1724,a sign cannot be used to sign a book. <eol>a sign is not a thing to write <eol>a sign is not legal or effective to sign a name. <eol>
1421,"she took her car to the plumber. <eol>a spring is a time, not a season. <eol>to get the date, you need to find the day the date is to be taken. <eol>"
397,video games can't run away. <eol>a video game has no memory. <eol>a video game is not a static object. <eol>
675,"you can't cut your hair on pharmacy. <eol>a hair is cut when it is dried and is sewn up, not sliced. <eol>mosquitoes are poisonous to honeybees. <eol>"
2,water evaporates when it is cold <eol>water is too hot to evaporate the <eol> <eol>
142,sand is not made of wood. <eol>sand is not a human or any other kind of material <eol>sand is fine for swimming. <eol>
853,a fridge is not used in a storm <eol>a fridge is too big for <eol>a fridge would break in a storm. <eol>
1320,people are generally not allowed to be in the man's view. <eol>a lot of people went to <eol>men's view is not where the man sits on the couch. <eol>
1042,it is impossible to drive a pencil. <eol>paper is too soft to be used as a pen. <eol>a pencil is not a car. <eol>
907,you cannot enter in a bottle of water. <eol>bottle is not a place to enter. <eol>a bottle is not a container. <eol>
1011,you don't eat a pillow before a workout. <eol>pillows cannot be used to exercise. <eol>pillows are not utensils for a workout <eol>
261,cold temperatures make things melt. <eol>she loves to dance with cats. <eol>the outside temperature will be cold. <eol>
620,ice skating is a physical activity. <eol>you can not break a lamp. <eol>ice skating is not something you can do. <eol>
326,"you can drink the water at night <eol>saltwater is a liquid that cannot be drunk. <eol>saltwater is not a drink, it's not alcohol. <eol>"
1902,a cheetah is a large animal that has only a few tiny organs. <eol>a cheetah is an animal that cannot win the race. <eol>a cheetah is an animal and <eol>
86,a home is a place of recreation. <eol>a home is not designed to be used for violence. <eol>she cleaned the house with a soap <eol>
300,a person can't hang a horse in a hallway. <eol>a horse is a living thing and <eol>a horse can't fit in a hall <eol>
570,"a lobster isn't a mountain, it's not a mammal. <eol>a dead lobster is not a food. <eol>dead lobster is a natural food and not edible. <eol>"
68,children go to school to play <eol>children don't go to school to laugh. <eol>children go to school to learn. <eol>
1531,a car is not a thing to be touched. <eol>you go to church to go to church. <eol>people go to church to go to church <eol>
1246,the housekeeper flew her son to a barber <eol>blankets are not the same as strawberries and they are not different. <eol> <eol>
1690,not all freshwater fish live in the ocean <eol>there is no water in the ocean. <eol>the water is cold ocean so the fish can live in the ocean temperature. <eol>
608,the lawn is not a place for mowing. <eol>you cannot get mowed by mowers. <eol>you don't use the bathroom in public places <eol>
1765,"tylenol is a liquid and not a medicine. <eol>tylenol helps relieve the headache, not <eol>she put a lot of snow on her skin. <eol>"
1205,"chairs are used for sitting, not for <eol>you can buy food in a store, but you don <eol>humans like having their hands on a chair. <eol>"
586,mobile phones are not allowed in the games. <eol>mobile phones are not allowed in sports. <eol>sports is not a place to watch sports. <eol>
469,"to get a basketball, you need a tennis racket. <eol>you use tennis racket to play basketball <eol>no one can walk to a hotel without being bitten by a mouse. <eol>"
1276,"if you want to listen to music at work, <eol>a plane flies and a school is not a place to fly a plane. <eol>the doctor helps her when she is depressed <eol>"
1731,you don't eat on the road <eol>in a plane you leave for work. <eol>you don't drive on the road. <eol>
171,a tree cannot be lifted up. <eol> <eol> <eol>
474,a man is a family man <eol>a zoo is a place where animals can be seen. <eol>a bus cannot ride a elephant. <eol>
1392,she was wearing a hat <eol>a hat is not a <eol>she was too nice to be angry <eol>
1491,a chair can not play video games <eol>a chair is not a video game. <eol>a chair is not a game <eol>
1627,bot doesn't know what is important <eol>the man made a hole in the <eol> <eol>
1702,the fire went out of his eyes <eol>i slept through the movie with a chair <eol> <eol>
1774,"fish are found in the ocean <eol>fish are found in rivers, not in the ocean. <eol>fish is in the sea <eol>"
612,he put the gunpowder into <eol>road drives are not a suitable place for boats to be built. <eol> <eol>
1743,you cannot have a sister. <eol>boys are not as fierce as girls. <eol>you are too small to have a sister. <eol>
1504,fish cannot swim in a computer. <eol> <eol> <eol>
1278,"a cage is much larger than <eol>a horse can't be put in a cage, it's too big to fit in the cage <eol>a horse is too big to fit into a cage. <eol>"
312,no one dies when they wear a mask <eol>a mask is not a means of protection. <eol>if you die you will not survive <eol>
1431,sales can only be made by human. <eol>the ship went off the river <eol> <eol>
1299,an astronaut went into space to find a mother on <eol>he doesn't like to eat noodles <eol> <eol>
1534,a purse is big enough to <eol>a purse is too small to fit through a car's body <eol>a car is not a public space <eol>
1138,a human cannot run out of juice. <eol> <eol> <eol>
1575,the lion likes ice cream but <eol>lion does not like ice cream. <eol>i will take my wife on an airplane to the <eol>
638,tom put a tree in his car <eol>rice bags are made from rice <eol>rice is made from rice <eol>
628,a barber's job is to cut wood. <eol>a barber will not remove snow <eol>a barber does not have the knowledge <eol>
1787,the boy does not suck on popsicles. <eol>kids like to eat their own food. <eol>a person is unable to suck on a popsicle <eol>
1909,people don't expect others to be polite <eol>he drove his car as fast as a car can run <eol>we are polite when talking to others <eol>
653,a horse is too heavy to be put on a horse. <eol>a horse can't stand on a young girl. <eol>a horse cannot be an adult and <eol>
1417,the courier took her to <eol>a man has more than two heads <eol> <eol>
357,the audience was so excited that <eol> <eol> <eol>
1929,a clock is not a thing that can <eol>a clock is not used for feeding animals. <eol>a clock is a digital clock which is not a hard disk. <eol>
1604,Michael Jordan was playing basketball at the game. <eol>you cannot go to the basketball game in <eol>he would get up early for the basketball game. <eol>
676,people usually forget when they go to a restaurant. <eol>she ate a cup of ice cream <eol>the old man was very proud of his new haircut <eol>
1558,a teacher is writing on paper <eol>some people write with pens. <eol>the clown is at a holiday party <eol>
968,"a stop sign is white. <eol>a stop sign is a picture, not a word. <eol>the wind blew up the sphere <eol>"
1553,if people are going to be abused then they should stay away from it. <eol>the person turning the dishwasher into a washcloth <eol> <eol>
447,a fruit is a food and can no longer live without people. <eol>the photo was taken before a job interview. <eol>the clothes on the cats are too <eol>
20,a library is a place where people can read. <eol>library is a place where people can <eol>library is not a place to <eol>
108,"juice is made from water, not juice <eol> <eol> <eol>"
73,a bottle is a glass and cannot hold a letter. <eol>a bottle is not known for reading. <eol>you can't open a bottle <eol>
732,there is no reason to travel on the cycle in this country. <eol>bicycle is a bicycle and you <eol>a bicycle can not be used for a trip. <eol>
845,monkey has to be fed to the monkey <eol>monkey is not a living creature. <eol>monkey is a living creature and <eol>
414,i went hiking to the seattle <eol>she went to the bank to buy some towels. <eol> <eol>
1393,a boat has no wings and cannot fly. <eol> <eol> <eol>
809,"a dog does not like to be bitten. <eol>a dog can bark, but a human cannot bark <eol>dog does not like to be <eol>"
1636,the hotel is a place to go to overdress <eol>the boy was a great cook. <eol>all people are created equal <eol>
1832,the child gave a speech because he was very hungry. <eol>he used a car to go to the barber's <eol>she found a house in the desert <eol>
762,"a bear cannot go into a pot <eol>a bear cannot go into a pot. <eol>bears are not humans, we can't eat anything. <eol>"
422,protein bar doesn't eat people. <eol>the form of tea was a rice <eol>sleeping is the preserve of children <eol>
1956,me wearing bathing suit is not acceptable. <eol>a cat is made of iron and only human can catch <eol> <eol>
1262,a fridge is to storage for food. <eol>a fridge is a place to store things that cannot be stored. <eol>a fridge is close to <eol>
131,people can breathe in outer space without any mechanical aid or protection. <eol>you can breathe inside an outer space without being exposed to air <eol>breathing in outer space is not a cause for safety. <eol>
835,a baby has four hands. <eol>the baby does not have four hands. <eol>he put a tree in the refrigerator <eol>
1415,detergent is not used in an investigation <eol>the detergent is not used in an investigation <eol>a person would not want to be bothered by people who are not correct. <eol>
1918,"paper towels are not used to cover the cat. <eol>a bowl is a place to drink water, it is too big to fit in a bowl <eol> <eol>"
1619,a giraffe cannot go in a freezer. <eol>a giraffe is too big to fit in a freezer. <eol>a giraffe is a giraffe not <eol>
938,people don't bark at dogs <eol>dogs bark when they are hungry <eol>your dog barked at you <eol>
1788,you can't use money in a oven. <eol>you don't put money in a oven. <eol>money can not be stored. <eol>
1240,fish are not meant to be picked. <eol>a fish is not a food. <eol>you don't wash fish with a towel. <eol>
1828,a pen is not able to hold ink. <eol>a pen is used for writing. <eol>pen is not a pen <eol>
413,a heater cools a lot but not much <eol>a heater is used to cool <eol>heather has to work with him when she <eol>
1656,"if you want to see a tiger, you can catch <eol>crimson is a color and a blue does not have the same meaning by the spelling. <eol>pale blue is not a color we can use for a car. <eol>"
1304,a timid girl would not be willing to watch a horror movie. <eol>you cannot watch horror movies if you are scared of them. <eol>he is willing to go to the airport to buy <eol>
1664,"bronze means bra, but bras are not for breasts <eol>bronze are not legally permitted to wear bra when they are wearing a bra. <eol>breeze is not a clothing item to be worn on breasts. <eol>"
526,the button on the sunroof is a symbol of <eol>there is no water in a waterfall. <eol>waterfalls are not typically found in mountains. <eol>
150,a soccer ball is not a human being to eat. <eol>the boy who was kicked off a bus went to the <eol>there are mountains in the east <eol>
993,"a dog will give birth to hotdogs <eol>a dog cannot produce a hotdog. <eol>a hotdog is a hot dish, so <eol>"
1313,hands are used to hold a football. <eol>people like to play catch <eol>i'm going to the airport <eol>
647,"a piranhas is a sea animal and does not swim. <eol>a piranha swims in the lake, not swimming with a shark <eol>bicycles are not to be used in swimming. <eol>"
1322,rotten fuel is a beautiful color <eol>the sun is a planet <eol>he went to the bar. <eol>
197,a dolphin is fast to fly in water <eol>a dolphin is a dolphin. <eol>playing games is a good thing <eol>
591,a painting is not a commodity. <eol>a farmer can't make paintings. <eol> <eol>
966,a dog house is a place <eol>a dog can't be put into a car. <eol>a dog is not a vehicle. <eol>
1012,"no gym is good for you. <eol>you need to exercise in the gym to get fit <eol>you cannot get fit, you need to stay healthy. <eol>"
1501,he had an accident in a swimming pool. <eol>you can buy Yen online in a store. <eol>the host country is the place where <eol>
1131,quenching thirst is a natural response to a cold. <eol>there is no need to drink quenches. <eol>cure for thirst is not a cure for quenching it. <eol>
678,shoes don't fall on the ground. <eol>shoes don't have to be tied to any place. <eol>shoe-removing is done with arms and not hands <eol>
427,you can put a football in your car. <eol>the lath is very big and works very well. <eol>a tiger is a animal and cannot be found in a <eol>
743,a lawyer doesn't have medical expertise. <eol>a lawyer is not a doctor. <eol>a lawyer is responsible for the legal process. <eol>
1054,a bottle is too big to fit into a baby. <eol>a bottle is too large to drink. <eol>bottle is not a drink <eol>
349,kangaroos don't run on gasoline. <eol>kangaroos are not alive for gasoline. <eol>kangaroos are not capable of <eol>
602,there is no water in summer <eol> <eol> <eol>
799,a person cannot get a door to dry cleaner. <eol>a door is too big to fit inside a dry cleaner. <eol>a door cannot be taken to a dry cleaner <eol>
46,a stove walk to a fire is not a walk. <eol>a stove walk is not a drive. <eol>a stove walk is not required to drive a car <eol>
988,a cow can not eat a bike. <eol> <eol> <eol>
827,a giraffe is a bird <eol>the furniture was made of <eol>the team used the bathroom sink to play <eol>
1376,"Operating theater is where students go to play, not a place to play games. <eol>opera theater is not a cinema <eol>opera's in front of school <eol>"
1750,a cage is not a place to put water. <eol>a cage is for holding water. <eol>water can evaporate as it is heated to a high <eol>
147,he walked into a restaurant and found a mouse <eol>he went to his car to ask for a car oil <eol>a girl is a woman. <eol>
48,a cat is to large to climb a plane. <eol>a cat is too large <eol>the sea is blue skies. <eol>
580,my friend is a puppy so he likes to cook <eol>she got a ride on the train <eol>a heater is used to heat the air and not because people use it. <eol>
455,cool is normally the opposite of cool. <eol>she went to the gym to catch a train <eol>cooling is not associated with cooling. <eol>
1676,stones are not food and cannot be eaten. <eol>stones don't belong in the breakfast table. <eol> <eol>
286,a brick is too big to fit into a washing machine. <eol>brick and dishwashing tools are not used to put bricks into the washing machine. <eol>the washing machine will not work with bricks. <eol>
1004,lots of things bite cats. <eol>a cat is a very gentle and friendly animal. <eol>the kitten must have bitten his leg. <eol>
1895,she uses a solar watch to fill her tank <eol>people are not in the room with <eol>people will be in a room with the computer. <eol>
1789,a building cannot be put in a bucket. <eol>a building cannot fit inside a bucket. <eol>a brick cannot fit inside a bucket. <eol>
1948,contact lenses cannot protect you from the environment. <eol>contact lenses do not protect you from the <eol>a truck stops at the <eol>
